-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2016 through 12/31/2021 
Location: Latitude  8.2739   Longitude 77.5674 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 261.01 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS        MERRA-2 Surface Pressure (kPa) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS50M,WS10M,T2M
2016,1,23,23,98.43,5.74,2.92,21.85
2016,1,24,0,98.37,5.88,3.07,21.79
2016,1,24,1,98.3,5.86,3.13,21.68
2016,1,24,2,98.25,5.77,3.03,21.49
2016,1,24,3,98.26,5.68,2.93,21.3
2016,1,24,4,98.32,5.6,2.84,21.11
2016,1,24,5,98.41,5.47,2.73,20.9
2016,1,24,6,98.51,5.25,3.36,21.69
2016,1,24,7,98.61,5.93,4.81,23.28
2016,1,24,8,98.67,6.51,5.51,24.8
2016,1,24,9,98.66,6.73,5.73,26.3
2016,1,24,10,98.59,6.82,5.82,27.55
2016,1,24,11,98.46,6.85,5.82,28.51
2016,1,24,12,98.33,6.76,5.73,29.13
2016,1,24,13,98.2,6.59,5.54,29.44
2016,1,24,14,98.12,6.05,5.04,29.37
2016,1,24,15,98.1,5.46,4.39,28.9
2016,1,24,16,98.15,4.94,3.49,28.0
2016,1,24,17,98.24,4.45,2.33,26.04
2016,1,24,18,98.34,4.63,2.32,24.91
2016,1,24,19,98.45,5.12,2.44,24.44
2016,1,24,20,98.51,5.76,2.8,24.07
2016,1,24,21,98.54,5.93,3.15,23.7
2016,1,24,22,98.5,5.7,3.07,23.26
2016,1,24,23,98.42,5.45,2.84,23.1
2016,1,25,0,98.33,5.38,2.75,22.95
2016,1,25,1,98.25,5.44,2.74,22.69
2016,1,25,2,98.2,5.33,2.65,22.42
2016,1,25,3,98.21,5.16,2.55,22.21
2016,1,25,4,98.26,5.07,2.51,22.03
2016,1,25,5,98.36,5.08,2.52,21.9
2016,1,25,6,98.46,5.06,3.27,22.8
2016,1,25,7,98.57,6.08,4.94,24.33
2016,1,25,8,98.63,6.59,5.53,25.58
2016,1,25,9,98.59,6.77,5.76,27.02
2016,1,25,10,98.51,6.78,5.77,28.15
2016,1,25,11,98.39,6.69,5.71,28.89
2016,1,25,12,98.24,6.53,5.57,29.33
2016,1,25,13,98.11,6.27,5.33,29.48
2016,1,25,14,98.04,5.79,4.9,29.3
2016,1,25,15,98.03,5.36,4.42,28.79
2016,1,25,16,98.1,5.04,3.7,27.71
2016,1,25,17,98.2,4.71,2.5,25.84
2016,1,25,18,98.3,4.73,2.34,24.65
2016,1,25,19,98.41,4.86,2.4,24.05
2016,1,25,20,98.47,5.03,2.48,23.57
2016,1,25,21,98.48,4.99,2.5,23.12
2016,1,25,22,98.44,4.92,2.49,22.64
2016,1,25,23,98.38,4.87,2.48,22.21
2016,1,26,0,98.29,4.86,2.48,21.86
2016,1,26,1,98.23,4.93,2.51,21.55
2016,1,26,2,98.19,4.84,2.47,21.28
2016,1,26,3,98.2,4.79,2.46,21.05
2016,1,26,4,98.26,4.78,2.46,20.83
2016,1,26,5,98.34,4.87,2.49,20.7
2016,1,26,6,98.43,4.89,3.09,21.78
2016,1,26,7,98.52,5.6,4.59,23.63
2016,1,26,8,98.57,6.31,5.36,25.23
2016,1,26,9,98.55,6.71,5.72,26.52
2016,1,26,10,98.48,6.79,5.79,27.67
2016,1,26,11,98.36,6.5,5.57,28.57
2016,1,26,12,98.23,6.04,5.2,29.15
2016,1,26,13,98.12,5.56,4.79,29.37
2016,1,26,14,98.05,4.79,4.13,29.26
2016,1,26,15,98.04,4.2,3.49,28.74
2016,1,26,16,98.08,4.03,2.94,27.83
2016,1,26,17,98.16,3.98,2.27,25.68
2016,1,26,18,98.25,4.05,2.29,24.06
2016,1,26,19,98.37,3.99,2.23,23.4
2016,1,26,20,98.45,3.98,2.21,22.89
2016,1,26,21,98.48,4.05,2.21,22.44
2016,1,26,22,98.46,4.13,2.21,22.0
2016,1,26,23,98.41,4.19,2.22,21.62
2016,1,27,0,98.34,4.21,2.28,21.35
2016,1,27,1,98.27,4.27,2.31,21.14
2016,1,27,2,98.23,4.41,2.32,21.03
2016,1,27,3,98.22,4.61,2.33,21.03
2016,1,27,4,98.26,4.56,2.3,20.96
2016,1,27,5,98.34,4.76,2.36,20.83
2016,1,27,6,98.43,4.84,3.18,21.71
2016,1,27,7,98.53,5.38,4.46,23.38
2016,1,27,8,98.59,5.75,4.94,24.99
2016,1,27,9,98.57,5.86,5.06,26.44
2016,1,27,10,98.5,5.77,4.99,27.64
2016,1,27,11,98.39,5.56,4.8,28.56
2016,1,27,12,98.27,5.27,4.54,29.19
2016,1,27,13,98.14,4.9,4.2,29.5
2016,1,27,14,98.05,4.59,3.9,29.4
2016,1,27,15,98.03,4.5,3.64,28.96
2016,1,27,16,98.07,4.51,3.16,27.83
2016,1,27,17,98.15,4.63,2.45,25.67
2016,1,27,18,98.25,5.26,2.58,24.18
2016,1,27,19,98.36,5.9,2.85,23.49
2016,1,27,20,98.45,5.99,2.92,22.9
2016,1,27,21,98.48,4.99,2.53,22.31
2016,1,27,22,98.46,4.45,2.4,21.77
2016,1,27,23,98.42,4.16,2.33,21.29
2016,1,28,0,98.36,3.97,2.26,20.85
2016,1,28,1,98.29,3.86,2.24,20.52
2016,1,28,2,98.23,3.96,2.28,20.24
2016,1,28,3,98.23,4.1,2.33,20.0
2016,1,28,4,98.28,4.26,2.38,19.73
2016,1,28,5,98.37,4.51,2.46,19.47
2016,1,28,6,98.47,4.71,2.87,20.44
2016,1,28,7,98.58,4.9,4.16,22.62
2016,1,28,8,98.66,5.24,4.53,24.55
2016,1,28,9,98.65,5.23,4.54,26.21
2016,1,28,10,98.57,5.06,4.4,27.62
2016,1,28,11,98.44,4.87,4.22,28.73
2016,1,28,12,98.3,4.7,4.05,29.4
2016,1,28,13,98.17,4.53,3.87,29.63
2016,1,28,14,98.07,4.46,3.71,29.56
2016,1,28,15,98.04,4.57,3.59,29.05
2016,1,28,16,98.08,4.67,3.3,27.8
2016,1,28,17,98.18,4.64,2.6,24.36
2016,1,28,18,98.3,5.24,2.85,22.56
2016,1,28,19,98.43,5.72,2.91,21.77
2016,1,28,20,98.54,5.61,2.87,21.17
2016,1,28,21,98.57,4.89,2.74,20.61
2016,1,28,22,98.55,4.38,2.61,20.03
2016,1,28,23,98.5,4.11,2.52,19.44
2016,1,29,0,98.42,3.92,2.43,18.86
2016,1,29,1,98.34,3.89,2.39,18.31
2016,1,29,2,98.29,3.83,2.36,17.89
2016,1,29,3,98.29,3.73,2.34,17.59
2016,1,29,4,98.36,3.7,2.33,17.36
2016,1,29,5,98.44,3.78,2.38,17.11
2016,1,29,6,98.54,3.82,2.39,18.46
2016,1,29,7,98.63,3.36,3.02,21.13
2016,1,29,8,98.7,4.15,3.62,24.29
2016,1,29,9,98.68,4.63,4.05,26.22
2016,1,29,10,98.62,5.1,4.39,27.57
2016,1,29,11,98.5,5.58,4.75,28.52
2016,1,29,12,98.36,6.0,5.03,29.12
2016,1,29,13,98.23,6.28,5.16,29.39
2016,1,29,14,98.13,6.22,4.99,29.45
2016,1,29,15,98.1,6.09,4.61,28.8
2016,1,29,16,98.14,5.67,3.69,27.15
2016,1,29,17,98.23,5.66,2.9,23.87
2016,1,29,18,98.35,6.21,3.09,22.14
2016,1,29,19,98.47,6.6,3.21,21.47
2016,1,29,20,98.55,6.98,3.39,21.03
2016,1,29,21,98.58,6.56,3.26,20.55
2016,1,29,22,98.57,6.22,3.11,19.92
2016,1,29,23,98.51,6.04,3.05,19.3
2016,1,30,0,98.41,5.81,2.97,18.81
2016,1,30,1,98.34,5.59,2.9,18.3
2016,1,30,2,98.3,5.27,2.82,17.83
2016,1,30,3,98.32,5.02,2.77,17.53
2016,1,30,4,98.38,4.94,2.75,17.31
2016,1,30,5,98.47,4.94,2.77,17.12
2016,1,30,6,98.57,4.91,2.9,18.56
2016,1,30,7,98.66,5.26,4.35,21.38
2016,1,30,8,98.72,6.29,5.3,23.62
2016,1,30,9,98.7,6.58,5.59,25.33
2016,1,30,10,98.62,6.58,5.62,26.76
2016,1,30,11,98.48,6.41,5.47,27.89
2016,1,30,12,98.33,6.24,5.32,28.68
2016,1,30,13,98.21,6.11,5.2,29.04
2016,1,30,14,98.14,6.09,5.09,28.93
2016,1,30,15,98.13,6.18,4.96,28.44
2016,1,30,16,98.19,6.16,4.4,27.05
2016,1,30,17,98.28,5.85,3.05,24.06
2016,1,30,18,98.39,6.34,3.12,22.31
2016,1,30,19,98.5,6.73,3.3,21.73
2016,1,30,20,98.56,6.43,3.18,21.15
2016,1,30,21,98.57,6.09,3.07,20.53
2016,1,30,22,98.53,6.05,3.06,20.0
2016,1,30,23,98.47,5.94,3.01,19.52
2016,1,31,0,98.4,5.7,2.91,19.05
2016,1,31,1,98.34,5.4,2.84,18.59
2016,1,31,2,98.28,5.2,2.82,18.25
2016,1,31,3,98.27,5.03,2.82,17.96
2016,1,31,4,98.31,4.86,2.8,17.74
2016,1,31,5,98.39,4.75,2.77,17.6
2016,1,31,6,98.49,4.73,2.78,19.23
2016,1,31,7,98.57,5.04,4.17,22.23
2016,1,31,8,98.61,5.83,4.96,24.14
2016,1,31,9,98.58,6.43,5.5,25.6
2016,1,31,10,98.48,6.95,5.94,26.85
2016,1,31,11,98.34,7.41,6.31,27.81
2016,1,31,12,98.2,7.72,6.5,28.23
2016,1,31,13,98.1,7.85,6.49,28.05
2016,1,31,14,98.06,7.88,6.46,27.85
2016,1,31,15,98.08,7.81,6.31,27.36
2016,1,31,16,98.16,7.52,5.63,26.1
2016,1,31,17,98.26,7.06,3.85,23.74
2016,1,31,18,98.36,6.82,3.4,22.49
2016,1,31,19,98.47,6.69,3.34,22.05
2016,1,31,20,98.54,6.56,3.3,21.65
2016,1,31,21,98.55,6.42,3.24,21.26
2016,1,31,22,98.52,6.44,3.28,20.87
2016,1,31,23,98.47,6.44,3.33,20.49
2016,2,1,0,98.39,6.42,3.39,20.12
2016,2,1,1,98.3,6.38,3.38,19.78
2016,2,1,2,98.26,5.97,3.04,19.4
2016,2,1,3,98.25,5.44,2.76,18.95
2016,2,1,4,98.28,5.13,2.66,18.65
2016,2,1,5,98.36,4.84,2.6,18.46
2016,2,1,6,98.46,4.68,2.63,19.47
2016,2,1,7,98.55,4.73,3.91,21.84
2016,2,1,8,98.61,5.57,4.76,23.94
2016,2,1,9,98.6,6.21,5.36,25.79
2016,2,1,10,98.55,6.6,5.7,27.36
2016,2,1,11,98.43,6.87,5.9,28.55
2016,2,1,12,98.3,7.04,6.0,29.31
2016,2,1,13,98.19,7.1,6.02,29.62
2016,2,1,14,98.13,7.01,5.82,29.33
2016,2,1,15,98.13,6.84,5.53,28.53
2016,2,1,16,98.17,6.46,4.73,26.99
2016,2,1,17,98.25,5.71,3.02,23.88
2016,2,1,18,98.36,5.47,2.89,21.95
2016,2,1,19,98.48,5.17,2.86,21.22
2016,2,1,20,98.56,4.99,2.86,20.58
2016,2,1,21,98.58,4.9,2.87,19.97
2016,2,1,22,98.57,4.99,2.88,19.39
2016,2,1,23,98.53,5.11,2.89,18.87
2016,2,2,0,98.46,5.15,2.88,18.4
2016,2,2,1,98.39,5.19,2.88,17.98
2016,2,2,2,98.34,5.07,2.88,17.62
2016,2,2,3,98.33,4.98,2.89,17.24
2016,2,2,4,98.36,5.11,2.95,16.83
2016,2,2,5,98.41,5.28,3.02,16.43
2016,2,2,6,98.48,5.32,3.16,17.94
2016,2,2,7,98.56,5.82,4.81,21.22
2016,2,2,8,98.61,6.84,5.78,23.51
2016,2,2,9,98.61,7.23,6.15,25.25
2016,2,2,10,98.56,7.34,6.26,26.73
2016,2,2,11,98.47,7.35,6.24,28.01
2016,2,2,12,98.36,7.32,6.17,28.88
2016,2,2,13,98.26,7.24,6.06,29.31
2016,2,2,14,98.19,7.2,5.91,29.26
2016,2,2,15,98.18,7.2,5.75,28.5
2016,2,2,16,98.2,6.79,4.88,26.93
2016,2,2,17,98.26,6.06,3.15,23.64
2016,2,2,18,98.35,5.75,3.08,21.66
2016,2,2,19,98.43,5.47,3.04,20.89
2016,2,2,20,98.48,5.31,3.01,20.21
2016,2,2,21,98.5,5.17,2.99,19.57
2016,2,2,22,98.47,4.97,2.93,18.95
2016,2,2,23,98.41,4.74,2.84,18.36
2016,2,3,0,98.34,4.63,2.76,17.81
2016,2,3,1,98.27,4.39,2.68,17.33
2016,2,3,2,98.23,4.23,2.62,16.92
2016,2,3,3,98.25,4.18,2.57,16.8
2016,2,3,4,98.3,4.18,2.55,16.7
2016,2,3,5,98.38,4.25,2.57,16.69
2016,2,3,6,98.47,4.33,2.35,17.73
2016,2,3,7,98.56,3.96,3.28,20.05
2016,2,3,8,98.6,4.57,3.87,22.03
2016,2,3,9,98.59,4.86,4.16,23.66
2016,2,3,10,98.51,5.1,4.33,24.98
2016,2,3,11,98.4,5.39,4.52,26.05
2016,2,3,12,98.28,5.63,4.7,27.23
2016,2,3,13,98.18,5.92,4.93,28.49
2016,2,3,14,98.11,6.09,4.97,29.05
2016,2,3,15,98.09,6.16,4.85,28.75
2016,2,3,16,98.13,5.93,4.07,27.33
2016,2,3,17,98.21,5.72,2.96,23.68
2016,2,3,18,98.29,6.09,3.15,21.65
2016,2,3,19,98.39,6.11,3.11,20.89
2016,2,3,20,98.47,5.9,3.07,20.28
2016,2,3,21,98.5,5.57,3.04,19.71
2016,2,3,22,98.49,4.97,2.92,19.14
2016,2,3,23,98.45,4.73,2.85,18.6
2016,2,4,0,98.37,4.69,2.87,18.03
2016,2,4,1,98.29,4.65,2.86,17.47
2016,2,4,2,98.25,4.43,2.77,17.01
2016,2,4,3,98.27,4.2,2.68,16.72
2016,2,4,4,98.32,4.06,2.63,16.48
2016,2,4,5,98.4,4.04,2.62,16.26
2016,2,4,6,98.49,4.09,2.48,17.87
2016,2,4,7,98.57,4.39,3.71,21.66
2016,2,4,8,98.6,5.43,4.61,24.03
2016,2,4,9,98.57,6.57,5.55,25.8
2016,2,4,10,98.47,7.26,6.11,27.25
2016,2,4,11,98.36,7.51,6.29,28.44
2016,2,4,12,98.23,7.53,6.27,29.29
2016,2,4,13,98.13,7.53,6.18,29.67
2016,2,4,14,98.08,7.28,5.93,29.58
2016,2,4,15,98.07,6.92,5.51,28.84
2016,2,4,16,98.1,6.4,4.55,27.19
2016,2,4,17,98.17,5.61,3.0,23.61
2016,2,4,18,98.28,5.65,3.08,21.53
2016,2,4,19,98.41,5.81,3.12,20.8
2016,2,4,20,98.49,6.09,3.19,20.26
2016,2,4,21,98.54,5.89,3.17,19.8
2016,2,4,22,98.52,5.67,3.12,19.3
2016,2,4,23,98.47,5.48,3.05,18.81
2016,2,5,0,98.38,5.23,2.86,18.76
2016,2,5,1,98.3,4.97,2.72,18.63
2016,2,5,2,98.26,4.55,2.62,18.19
2016,2,5,3,98.26,4.2,2.57,17.55
2016,2,5,4,98.31,4.06,2.55,17.08
2016,2,5,5,98.38,4.03,2.54,16.84
2016,2,5,6,98.45,3.95,2.31,18.31
2016,2,5,7,98.52,3.36,2.94,20.67
2016,2,5,8,98.55,4.33,3.64,23.22
2016,2,5,9,98.53,5.34,4.64,25.73
2016,2,5,10,98.43,5.44,4.76,27.44
2016,2,5,11,98.31,5.32,4.67,28.73
2016,2,5,12,98.2,5.13,4.49,29.6
2016,2,5,13,98.11,4.99,4.38,30.02
2016,2,5,14,98.05,4.93,4.31,29.91
2016,2,5,15,98.03,5.11,4.33,29.38
2016,2,5,16,98.06,5.45,4.2,28.07
2016,2,5,17,98.14,5.73,3.06,25.33
2016,2,5,18,98.27,6.14,3.04,23.61
2016,2,5,19,98.38,5.98,3.01,22.91
2016,2,5,20,98.45,5.54,2.73,22.33
2016,2,5,21,98.44,4.84,2.44,21.83
2016,2,5,22,98.4,4.61,2.38,21.48
2016,2,5,23,98.33,4.55,2.35,21.18
2016,2,6,0,98.22,4.54,2.31,20.88
2016,2,6,1,98.12,4.56,2.29,20.56
2016,2,6,2,98.07,4.5,2.26,20.32
2016,2,6,3,98.07,4.34,2.21,20.06
2016,2,6,4,98.12,4.19,2.17,19.84
2016,2,6,5,98.19,4.08,2.14,19.66
2016,2,6,6,98.28,3.95,2.2,20.23
2016,2,6,7,98.37,3.61,3.08,21.69
2016,2,6,8,98.42,4.42,3.76,23.8
2016,2,6,9,98.4,4.69,4.08,25.7
2016,2,6,10,98.33,4.54,4.0,27.28
2016,2,6,11,98.22,4.25,3.76,28.51
2016,2,6,12,98.11,3.92,3.5,29.46
2016,2,6,13,98.01,3.64,3.27,30.05
2016,2,6,14,97.94,3.28,2.94,30.03
2016,2,6,15,97.95,3.0,2.62,29.58
2016,2,6,16,97.99,3.01,2.39,28.73
2016,2,6,17,98.08,3.32,1.89,26.58
2016,2,6,18,98.18,3.52,2.01,25.08
2016,2,6,19,98.29,3.21,1.91,24.28
2016,2,6,20,98.37,2.78,1.75,23.68
2016,2,6,21,98.41,2.55,1.64,23.27
2016,2,6,22,98.39,2.69,1.69,22.81
2016,2,6,23,98.35,2.88,1.77,22.37
2016,2,7,0,98.27,2.97,1.78,21.98
2016,2,7,1,98.2,2.96,1.78,21.55
2016,2,7,2,98.15,2.86,1.71,21.35
2016,2,7,3,98.14,2.77,1.68,21.18
2016,2,7,4,98.19,2.79,1.72,20.96
2016,2,7,5,98.27,2.97,1.81,20.68
2016,2,7,6,98.38,3.16,2.13,21.58
2016,2,7,7,98.47,3.37,2.93,24.01
2016,2,7,8,98.53,3.67,3.28,26.11
2016,2,7,9,98.51,3.84,3.41,27.56
2016,2,7,10,98.44,3.93,3.48,28.99
2016,2,7,11,98.32,3.98,3.52,30.15
2016,2,7,12,98.2,3.98,3.48,30.94
2016,2,7,13,98.09,3.94,3.42,31.17
2016,2,7,14,98.04,3.89,3.32,30.84
2016,2,7,15,98.04,3.89,3.23,30.33
2016,2,7,16,98.08,4.04,3.01,29.15
2016,2,7,17,98.16,4.26,2.27,26.94
2016,2,7,18,98.26,4.3,2.19,25.4
2016,2,7,19,98.37,3.85,2.04,24.62
2016,2,7,20,98.45,3.38,1.91,24.01
2016,2,7,21,98.47,3.28,1.84,23.59
2016,2,7,22,98.45,3.12,1.78,23.22
2016,2,7,23,98.4,3.11,1.79,22.79
2016,2,8,0,98.32,3.03,1.79,22.35
2016,2,8,1,98.24,3.14,1.87,22.03
2016,2,8,2,98.18,3.29,1.95,21.87
2016,2,8,3,98.17,3.69,2.02,21.92
2016,2,8,4,98.2,4.0,2.03,22.05
2016,2,8,5,98.28,4.21,2.09,22.03
2016,2,8,6,98.35,4.27,2.7,22.76
2016,2,8,7,98.42,4.48,3.69,23.93
2016,2,8,8,98.46,4.88,4.19,25.4
2016,2,8,9,98.46,5.01,4.36,27.59
2016,2,8,10,98.37,4.97,4.3,29.26
2016,2,8,11,98.25,4.77,4.09,30.55
2016,2,8,12,98.12,4.49,3.85,31.36
2016,2,8,13,98.02,4.28,3.71,31.74
2016,2,8,14,97.96,4.31,3.74,31.58
2016,2,8,15,97.95,4.3,3.67,31.09
2016,2,8,16,98.01,4.26,3.35,29.83
2016,2,8,17,98.1,4.61,2.49,27.19
2016,2,8,18,98.21,5.1,2.46,25.37
2016,2,8,19,98.31,4.65,2.26,24.51
2016,2,8,20,98.38,4.04,2.01,23.77
2016,2,8,21,98.39,3.82,1.97,23.15
2016,2,8,22,98.37,3.87,1.99,22.65
2016,2,8,23,98.32,4.08,2.06,22.28
2016,2,9,0,98.26,4.33,2.18,22.01
2016,2,9,1,98.2,4.55,2.27,21.74
2016,2,9,2,98.16,4.5,2.25,21.53
2016,2,9,3,98.17,4.41,2.21,21.27
2016,2,9,4,98.21,4.61,2.27,21.1
2016,2,9,5,98.3,4.46,2.23,20.91
2016,2,9,6,98.39,4.15,2.82,21.86
2016,2,9,7,98.46,4.23,3.6,24.06
2016,2,9,8,98.5,3.97,3.52,26.27
2016,2,9,9,98.48,3.84,3.43,28.33
2016,2,9,10,98.38,3.78,3.36,29.98
2016,2,9,11,98.23,3.71,3.28,31.19
2016,2,9,12,98.09,3.69,3.2,31.95
2016,2,9,13,97.98,3.67,3.15,32.29
2016,2,9,14,97.93,3.43,2.94,32.12
2016,2,9,15,97.94,3.28,2.8,31.33
2016,2,9,16,98.01,3.5,2.7,30.1
2016,2,9,17,98.12,4.22,2.21,27.56
2016,2,9,18,98.24,4.33,2.1,25.96
2016,2,9,19,98.36,3.59,1.82,25.01
2016,2,9,20,98.44,2.52,1.48,24.4
2016,2,9,21,98.44,1.56,1.05,24.15
2016,2,9,22,98.38,0.56,0.41,24.1
2016,2,9,23,98.28,0.6,0.45,23.65
2016,2,10,0,98.18,1.62,1.13,22.82
2016,2,10,1,98.1,2.02,1.36,22.29
2016,2,10,2,98.08,1.78,1.24,22.16
2016,2,10,3,98.13,1.48,1.07,22.15
2016,2,10,4,98.21,1.8,1.27,21.9
2016,2,10,5,98.31,2.37,1.57,21.53
2016,2,10,6,98.39,2.87,2.04,22.54
2016,2,10,7,98.47,3.42,3.0,24.55
2016,2,10,8,98.51,3.65,3.27,26.58
2016,2,10,9,98.48,3.7,3.3,28.55
2016,2,10,10,98.39,3.56,3.15,30.22
2016,2,10,11,98.24,3.16,2.74,31.49
2016,2,10,12,98.1,2.62,2.21,32.35
2016,2,10,13,97.97,1.86,1.53,32.86
2016,2,10,14,97.91,1.19,0.97,32.89
2016,2,10,15,97.92,0.78,0.81,32.39
2016,2,10,16,97.97,1.12,1.1,31.5
2016,2,10,17,98.05,2.62,1.55,28.74
2016,2,10,18,98.16,3.48,1.89,26.61
2016,2,10,19,98.27,3.34,1.78,25.36
2016,2,10,20,98.36,2.91,1.65,24.45
2016,2,10,21,98.39,2.31,1.42,23.9
2016,2,10,22,98.36,1.69,1.15,23.63
2016,2,10,23,98.3,1.2,0.85,23.31
2016,2,11,0,98.22,1.23,0.88,22.84
2016,2,11,1,98.14,1.77,1.21,22.25
2016,2,11,2,98.09,2.27,1.48,21.73
2016,2,11,3,98.09,2.56,1.63,21.33
2016,2,11,4,98.13,2.77,1.74,20.98
2016,2,11,5,98.22,3.04,1.86,20.67
2016,2,11,6,98.3,3.26,2.21,21.62
2016,2,11,7,98.38,3.38,2.96,23.23
2016,2,11,8,98.43,3.68,3.29,25.32
2016,2,11,9,98.43,3.93,3.49,27.97
2016,2,11,10,98.34,3.91,3.46,29.85
2016,2,11,11,98.22,3.62,3.17,31.2
2016,2,11,12,98.09,3.21,2.75,32.1
2016,2,11,13,97.97,2.75,2.3,32.52
2016,2,11,14,97.9,2.31,1.94,32.46
2016,2,11,15,97.89,1.87,1.58,32.07
2016,2,11,16,97.93,1.61,1.37,31.19
2016,2,11,17,98.01,2.44,1.57,28.79
2016,2,11,18,98.1,3.46,1.93,26.67
2016,2,11,19,98.23,3.49,1.8,25.6
2016,2,11,20,98.33,3.1,1.62,24.78
2016,2,11,21,98.37,2.6,1.5,24.12
2016,2,11,22,98.35,2.17,1.36,23.6
2016,2,11,23,98.3,1.92,1.27,23.22
2016,2,12,0,98.22,2.04,1.36,22.7
2016,2,12,1,98.15,2.35,1.53,22.1
2016,2,12,2,98.11,2.59,1.63,21.55
2016,2,12,3,98.12,2.73,1.7,21.15
2016,2,12,4,98.15,2.87,1.78,20.85
2016,2,12,5,98.23,3.05,1.88,20.56
2016,2,12,6,98.33,3.18,2.24,21.72
2016,2,12,7,98.39,3.22,2.88,24.03
2016,2,12,8,98.43,3.4,3.07,26.36
2016,2,12,9,98.41,3.86,3.43,28.59
2016,2,12,10,98.33,4.28,3.76,30.37
2016,2,12,11,98.21,4.48,3.93,31.59
2016,2,12,12,98.08,4.48,3.89,32.36
2016,2,12,13,97.97,4.34,3.75,32.69
2016,2,12,14,97.89,4.24,3.63,32.6
2016,2,12,15,97.88,4.26,3.63,32.05
2016,2,12,16,97.92,4.44,3.5,30.67
2016,2,12,17,97.99,5.07,2.69,27.51
2016,2,12,18,98.09,5.72,2.75,25.22
2016,2,12,19,98.2,5.62,2.74,24.25
2016,2,12,20,98.32,4.65,2.3,23.55
2016,2,12,21,98.37,3.77,1.98,23.0
2016,2,12,22,98.35,3.62,1.99,22.5
2016,2,12,23,98.3,3.55,2.01,21.99
2016,2,13,0,98.24,3.68,2.09,21.35
2016,2,13,1,98.17,3.81,2.13,20.81
2016,2,13,2,98.14,3.73,2.1,20.37
2016,2,13,3,98.14,3.57,2.04,19.94
2016,2,13,4,98.18,3.48,2.04,19.6
2016,2,13,5,98.26,3.5,2.07,19.3
2016,2,13,6,98.33,3.47,2.37,20.49
2016,2,13,7,98.4,3.33,2.95,23.3
2016,2,13,8,98.45,3.55,3.16,26.12
2016,2,13,9,98.46,3.86,3.39,28.32
2016,2,13,10,98.39,4.09,3.56,30.19
2016,2,13,11,98.27,4.12,3.56,31.54
2016,2,13,12,98.12,4.03,3.49,32.39
2016,2,13,13,97.99,3.88,3.37,32.77
2016,2,13,14,97.91,3.6,3.11,32.73
2016,2,13,15,97.89,3.46,3.02,32.17
2016,2,13,16,97.92,3.63,2.99,30.95
2016,2,13,17,97.99,4.37,2.42,27.46
2016,2,13,18,98.09,4.71,2.4,25.19
2016,2,13,19,98.22,4.16,2.11,24.36
2016,2,13,20,98.32,3.39,1.89,23.66
2016,2,13,21,98.36,2.73,1.68,23.17
2016,2,13,22,98.36,2.16,1.44,22.93
2016,2,13,23,98.31,1.97,1.36,22.6
2016,2,14,0,98.23,2.26,1.51,22.05
2016,2,14,1,98.16,2.64,1.68,21.48
2016,2,14,2,98.13,2.75,1.72,21.07
2016,2,14,3,98.13,2.73,1.71,20.74
2016,2,14,4,98.17,2.82,1.76,20.42
2016,2,14,5,98.24,3.02,1.85,20.18
2016,2,14,6,98.33,3.19,2.26,21.36
2016,2,14,7,98.41,3.5,3.06,24.03
2016,2,14,8,98.47,4.0,3.53,26.48
2016,2,14,9,98.47,4.75,4.13,28.44
2016,2,14,10,98.39,5.34,4.61,30.0
2016,2,14,11,98.25,5.67,4.87,31.13
2016,2,14,12,98.11,5.81,4.97,31.93
2016,2,14,13,97.98,5.9,4.99,32.3
2016,2,14,14,97.92,5.55,4.67,32.33
2016,2,14,15,97.91,5.03,4.2,31.62
2016,2,14,16,97.97,4.74,3.71,30.24
2016,2,14,17,98.06,4.88,2.6,27.01
2016,2,14,18,98.19,5.34,2.64,24.95
2016,2,14,19,98.3,4.9,2.41,24.08
2016,2,14,20,98.38,4.5,2.23,23.35
2016,2,14,21,98.41,4.19,2.13,22.75
2016,2,14,22,98.4,3.88,2.05,22.19
2016,2,14,23,98.35,3.88,2.07,21.71
2016,2,15,0,98.28,4.04,2.09,21.3
2016,2,15,1,98.22,4.15,2.09,21.22
2016,2,15,2,98.19,4.1,2.06,21.09
2016,2,15,3,98.21,4.17,2.08,20.81
2016,2,15,4,98.24,4.22,2.12,20.56
2016,2,15,5,98.32,4.37,2.21,20.2
2016,2,15,6,98.4,4.21,2.94,21.25
2016,2,15,7,98.47,4.32,3.76,23.94
2016,2,15,8,98.51,4.5,4.0,26.49
2016,2,15,9,98.5,4.66,4.14,28.65
2016,2,15,10,98.42,4.61,4.08,30.44
2016,2,15,11,98.3,4.46,3.94,31.78
2016,2,15,12,98.2,4.45,3.9,32.67
2016,2,15,13,98.1,4.48,3.9,33.01
2016,2,15,14,98.03,4.39,3.8,32.98
2016,2,15,15,98.02,4.39,3.79,32.34
2016,2,15,16,98.07,4.5,3.65,30.94
